Disease	Category	Gene	From_MarkerDB	Info_MarkerDB	From_KEGG	Info_KEGG	From_DisGeNET	Info_DisGeNET	From_PubMed
Pulmonary arterial hypertension	respiratory	GSTP1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	H19	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HCL2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HDGF	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HGF	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HIF1A	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HMGB1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HOTAIR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HOXA-AS3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HSR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	HTN3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IDO1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IFNA1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IGF1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IGF2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IGFBP2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IGKV1D-39	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IL13	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IL13RA1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IL1RL1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IL4	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	IL6	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	ITLN1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	JAK2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	JUN	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	KCNK3	X	X	X	X	O	X	X
Pulmonary arterial hypertension	respiratory	KDR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	KLK8	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	KRAS	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	LAMC2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	LCN2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	LOC102723407	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	LOC102724971	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	LRG1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	LSR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	LTBP2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	LTBP3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MAP3K7	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MAPK1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MAPK14	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MCAT	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MCPH1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MERTK	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MET	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MFSD11	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MICOS10-NBL1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MID1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MIF	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MIR17	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MIR19A	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MLC1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MMP2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MMP9	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MOK	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MRC1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MRPS30	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MS	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MSC	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MSX2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MTLN	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MTR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MUC1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MX1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MYH14	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MYL2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	MYL9	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NBL1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NDUFB6	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NEDD9	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NGFR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NOS1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NOS3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NOVA2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NPPB	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NR2C2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NR4A3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NUCB1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	NYS3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PAH	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PAPOLA	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PARN	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PARP1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PCYT1A	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PCYT2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PDAP1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PDE5A	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PF4	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PHEX	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PITX3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PLXNA3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PNP	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	POLDIP2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	POMC	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	POSTN	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PPARGC1A	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PPIAP10	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PPP1CB	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PPP1R12A	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PRB1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PRH1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PROM1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PRPH2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PTX3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	PVR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RAF1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RANGAP1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RBMY1A1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RBMY2DP	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	REG3A	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RET	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RHCE	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RHOD	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RNASE3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RNPC3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	RRM2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	S100A12	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	S100A8	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	S100A9	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SCD	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SCTR	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SDCBP2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SELENOP	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SERPINA1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SERPINB2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SERPINF1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SETD2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SFTPD	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SGSM3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SIRT3	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SLC14A2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SLC16A1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SLC17A5	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SLC25A37	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SLC29A1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SLPI	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SMAD4	X	X	X	X	O	X	X
Pulmonary arterial hypertension	respiratory	SMAD9	X	X	X	X	O	X	X
Pulmonary arterial hypertension	respiratory	SMUG1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SNCG	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SOD1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SORL1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SOS1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SPINK5	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SPINT2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SPP1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	ST2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	STS	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	SULT2A1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TBX4	X	X	X	X	O	X	X
Pulmonary arterial hypertension	respiratory	TET2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TFAM	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TGFB1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	THAS	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	THBS1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	THBS4	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TIMP1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TIMP4	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TJP1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TK1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TKT	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TLR4	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TLX1NB	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TNFRSF11B	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TNFSF12	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TNNT2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TPT1	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TST	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TUSC2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	TWIST2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	UCK2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	UTS2R	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	VEGFA	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	VEGFD	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	VHL	X	X	X	X	O	X	X
Pulmonary arterial hypertension	respiratory	WFDC2	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	WHRN	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	YWHAB	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	YWHAQ	X	X	X	X	X	X	O
Pulmonary arterial hypertension	respiratory	ZNF384	X	X	X	X	X	X	O
Pulmonary cystic fibrosis	respiratory	CFTR	X	X	X	X	O	X	X
Pulmonary cystic fibrosis	respiratory	DCTN4	X	X	X	X	O	X	X
Pulmonary cystic fibrosis	respiratory	ENG	X	X	X	X	O	X	X
Pulmonary cystic fibrosis	respiratory	FCGR2A	X	X	X	X	O	X	X
Pulmonary cystic fibrosis	respiratory	SCNN1A	X	X	X	X	O	X	X
Pulmonary cystic fibrosis	respiratory	SCNN1B	X	X	X	X	O	X	X
Pulmonary cystic fibrosis	respiratory	SCNN1G	X	X	X	X	O	X	X
Pulmonary cystic fibrosis	respiratory	TGFB1	X	X	X	X	O	X	X
Pulmonary cystic fibrosis	respiratory	TNFRSF1A	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	AGER	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	CYP2A6	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	ELN	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	EPHX1	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	HMOX1	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	ITGB6	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	MMP12	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	MMP2	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	MMP9	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	SERPINA1	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	SMAD3	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	TGFB1	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	TGFB2	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	TGFB3	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	TGFBR1	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	TGFBR2	X	X	X	X	O	X	X
Pulmonary emphysema	respiratory	TNF	X	X	X	X	O	X	X
Pulmonary eosinophilia	respiratory	CD2	X	X	X	X	X	X	O
Pulmonary eosinophilia	respiratory	CD4	X	X	X	X	X	X	O
Pulmonary eosinophilia	respiratory	IL13	X	X	X	X	X	X	O
Pulmonary eosinophilia	respiratory	MYD88	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	ABCA3	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	ACTA2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	ADIPOQ	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	AGT	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	AP3B1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	AREG	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	BMP7	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CALCA	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CAT	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CCL11	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CCL2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CCL3	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CCL4	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CCL5	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CCN2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CCR2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CCR3	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CEBPA	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CEBPB	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CFD	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CMA1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	COL3A1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CSF2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CSF3	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CXCL2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CXCL8	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	CYSLTR2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	DSP	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	EDN1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	EGF	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	ELN	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	FAM13A	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	FGF1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	FGF2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	FGF7	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	FN1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	FYN	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	GREM1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	HGF	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	HMGB1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	HMOX1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	HPS1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	IGF1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	IL12B	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	IL13	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	IL1B	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	IL1RN	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	IL4	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	IL5	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	IL6	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	LAMB1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MECP2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR101-1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR10A	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR122	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR125A	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR140	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR200C	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR26B	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR29C	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR30A	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR326	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR345	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR378A	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MIR425	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MMP2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MMP9	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	MTOR	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	NFE2L2	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	PARP1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	PDGFA	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	PDGFB	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	PTX3	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	SERPINA1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	SKIL	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	SMAD7	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	SOD1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	SOD3	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	SPP1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	STAT3	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	STAT6	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	TGFA	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	TGFB1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	TIMP1	X	X	X	X	O	X	X
Pulmonary fibrosis	respiratory	TNF	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	ARG1	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	ATF6	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	CFD	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	DDIT3	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	GSTT1	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	HSPA5	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	NLRP3	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	NOS2	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	PRDX1	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	PRDX2	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	SERPINA1	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	SPP1	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	TNF	X	X	X	X	O	X	X
Pulmonary fibrosis - from asbestos exposure	respiratory	TPM4	X	X	X	X	O	X	X
Pulmonary hypertension	respiratory	ABCA3	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ACCS	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ACOD1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ACSS2	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ACVRL1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AGA	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AGER	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AGFG1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AGTR1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AHSA1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AKT1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AMH	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AMY2A	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ANCR	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ANPEP	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	AP3B1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	APLNR	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ARCN1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ARSD	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ASAP1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ASAP2	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ASXL1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ATN1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	ATP6V0A2	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	BBS9	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	BEST1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	BLOC1S6	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	BMP2	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	BMPR2	X	X	X	X	O	X	O
Pulmonary hypertension	respiratory	C3	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	C4B	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CAD	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CALCA	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CAV1	X	X	X	X	O	X	X
Pulmonary hypertension	respiratory	CCL2	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CCL5	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CD163	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CD274	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CD2AP	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CD34	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CD4	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CD8B	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CDK6	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CENPX	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CFH	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CGA	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CHGA	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CHKA	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CHKB	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CHRM1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CILP	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CMPK1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	COPD	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CPB1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CPB2	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CRK	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CRP	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CSRP1	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CTD	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CTF2P	X	X	X	X	X	X	O
Pulmonary hypertension	respiratory	CTPP	X	X	X	X	X	X	O
