Disease	Category	Gene	From_MarkerDB	Info_MarkerDB	From_KEGG	Info_KEGG	From_DisGeNET	Info_DisGeNET	From_PubMed
Chronic rhinosinusitis	respiratory	IGHE	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	IL13	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	IL17A	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	IL1B	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	IL1RL1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	IL4	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	IL5	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	IL6	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	IRF6	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ITK	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	JUP	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	KDR	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	KLK8	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	KRAS	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	LCN1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	MBL2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	MBP	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	MT3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	MUC1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	MUC5AC	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	NDUFB6	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	NEK9	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	NELFCD	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	NLRP3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	NOVA2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	NPS	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PCBD1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PCYT1A	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PDIA3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PDIA6	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PIK3CA	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PIK3CB	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PIK3CD	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PIK3CG	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PITX3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PLCB1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PLCB4	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PMP2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PNP	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	POSTN	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PPHLN1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PPP1R3A	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PRG2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PRRT2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	PTX3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	RANGAP1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	RHBDF2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	RLN2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	RNASE2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	RNASE3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	RPLP2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	S100A12	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SCGB1A1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SCO2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SERPINB5	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SESTD1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SLC10A5	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SLC17A5	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SLC22A3	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SLC25A4	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SLC25A5	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SPARC	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SPG7	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SPINK5	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ST8SIA4	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	STAT6	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	SULT1A1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TAS2R38	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TCN1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TDGF1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TEC	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TLR2	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TLX1NB	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TMPO	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TNFRSF11B	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TNFSF11	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TRAPPC9	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TSLP	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TWIST1	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	TYMP	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	UBE4A	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	UBE4B	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	UROD	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	VEGFA	X	X	X	X	X	X	O
Chronic rhinosinusitis	respiratory	ZNF384	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	AMY2A	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	AP3B1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ASAP1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ASAP2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ATP6V0A2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	BLOC1S6	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	CALCA	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	CPB2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	CRP	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	CSRP1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	CTF2P	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	CXCL13	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	DST	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	EPB42	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	EREG	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ERVK-11	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ERVK-19	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ERVK-9	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ESR1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	F8	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	FABP3	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	GDF15	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	GPHA2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	HCL2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	HR	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	HSP90B2P	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	HSPA5	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	IFI6	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	IL1RL1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	KLK8	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	LRPAP1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	MCL1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	MERTK	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	MIRLET7B	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	MRPS30	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	NDUFB6	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	NPPB	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PAH	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PAPOLA	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PCYT1A	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PDAP1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PITX3	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PIWIL1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PNP	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PON1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PPIAP10	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PREP	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PRH1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PTS	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PTX3	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	PVR	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	REG3A	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	RET	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	RHCE	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	SDCBP2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	SERPINB2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ST2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	SULT2A1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	TEAD1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	TGFBR1	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	THBD	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	TUSC2	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	VEGFA	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	VEGFD	X	X	X	X	X	X	O
Chronic thromboembolic pulmonary hypertension	respiratory	ZNF384	X	X	X	X	X	X	O
Chronic urticaria	allergy	ATD	X	X	X	X	X	X	O
Chronic urticaria	allergy	ATM	X	X	X	X	X	X	O
Chronic urticaria	allergy	CD63	X	X	X	X	X	X	O
Chronic urticaria	allergy	CRP	X	X	X	X	X	X	O
Chronic urticaria	allergy	CSRP1	X	X	X	X	X	X	O
Chronic urticaria	allergy	DTD2	X	X	X	X	X	X	O
Chronic urticaria	allergy	ENPP3	X	X	X	X	X	X	O
Chronic urticaria	allergy	IGHE	X	X	X	X	X	X	O
Chronic urticaria	allergy	IL18	X	X	X	X	X	X	O
Chronic urticaria	allergy	IL6	X	X	X	X	X	X	O
Chronic urticaria	allergy	MMP9	X	X	X	X	X	X	O
Chronic urticaria	allergy	OTOR	X	X	X	X	X	X	O
Chronic urticaria	allergy	PPIAP10	X	X	X	X	X	X	O
Chronic urticaria	allergy	SPACA9	X	X	X	X	X	X	O
Chronic urticaria	allergy	THPO	X	X	X	X	X	X	O
Chronic urticaria	allergy	TPO	X	X	X	X	X	X	O
Ciliary dyskinesia	respiratory	ARMC4	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CCDC103	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CCDC114	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CCDC151	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CCDC40	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CCDC65	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CCNO	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CFAP221	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CFAP298	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	CFAP300	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	DNAAF3	X	X	X	X	O	X	O
Ciliary dyskinesia	respiratory	DNAAF4	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	DNAAF5	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	DNAH1	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	DNAH11	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	DNAH5	X	X	X	X	O	X	O
Ciliary dyskinesia	respiratory	DNAH9	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	DNAI1	X	X	X	X	O	X	O
Ciliary dyskinesia	respiratory	DNAJB13	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	DRC1	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	FOXJ1	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	GAS2L2	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	GAS8	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	HYDIN	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	LRRC56	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	LRRC6	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	MCIDAS	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	OFD1	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	PCBD1	X	X	X	X	X	X	O
Ciliary dyskinesia	respiratory	PIH1D3	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	RPGR	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	RSPH1	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	RSPH3	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	SPAG1	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	SPEF2	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	STK36	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	TTC25	X	X	X	X	O	X	X
Ciliary dyskinesia	respiratory	ZMYND10	X	X	X	X	O	X	X
Coats plus syndrome	nervous	CTC1	X	X	O	-	X	X	X
Coats plus syndrome	nervous	STN1	X	X	O	-	X	X	X
Cockayne syndrome	nervous	ERCC6	X	X	O	mutation	X	X	X
Cockayne syndrome	nervous	ERCC8	X	X	O	mutation	X	X	X
Colorblindness	nervous	OPN1LW	X	X	O	-	X	X	X
Colorblindness	nervous	OPN1MW	X	X	O	-	X	X	X
Colorblindness	nervous	OPN1SW	X	X	O	-	X	X	X
Coma	nervous	ABCG2	X	X	X	X	X	X	O
Coma	nervous	ACADM	X	X	X	X	X	X	O
Coma	nervous	ACAT1	X	X	X	X	X	X	O
Coma	nervous	ACSM3	X	X	X	X	X	X	O
Coma	nervous	AFM	X	X	X	X	X	X	O
Coma	nervous	AMH	X	X	X	X	X	X	O
Coma	nervous	ANC	X	X	X	X	X	X	O
Coma	nervous	ANTXR2	X	X	X	X	X	X	O
Coma	nervous	APCDD1	X	X	X	X	X	X	O
Coma	nervous	ARSA	X	X	X	X	X	X	O
Coma	nervous	ASAH1	X	X	X	X	X	X	O
Coma	nervous	ASRGL1	X	X	X	X	X	X	O
Coma	nervous	ATP6V0A2	X	X	X	X	X	X	O
Coma	nervous	AZIN2	X	X	X	X	X	X	O
Coma	nervous	BBS9	X	X	X	X	X	X	O
Coma	nervous	BCHE	X	X	X	X	X	X	O
Coma	nervous	BDNF	X	X	X	X	X	X	O
Coma	nervous	BMX	X	X	X	X	X	X	O
Coma	nervous	CALB2	X	X	X	X	X	X	O
Coma	nervous	CALCA	X	X	X	X	X	X	O
Coma	nervous	CBFA2T2	X	X	X	X	X	X	O
Coma	nervous	CCS	X	X	X	X	X	X	O
Coma	nervous	CCT	X	X	X	X	X	X	O
Coma	nervous	CD4	X	X	X	X	X	X	O
Coma	nervous	CD40	X	X	X	X	X	X	O
Coma	nervous	CD5	X	X	X	X	X	X	O
Coma	nervous	CD55	X	X	X	X	X	X	O
Coma	nervous	CEL	X	X	X	X	X	X	O
Coma	nervous	CHI3L1	X	X	X	X	X	X	O
Coma	nervous	CHKA	X	X	X	X	X	X	O
Coma	nervous	CHKB	X	X	X	X	X	X	O
Coma	nervous	CHRM1	X	X	X	X	X	X	O
Coma	nervous	CMPK1	X	X	X	X	X	X	O
Coma	nervous	CNTN3	X	X	X	X	X	X	O
Coma	nervous	COL4A2	X	X	X	X	X	X	O
Coma	nervous	CP	X	X	X	X	X	X	O
Coma	nervous	CPP	X	X	X	X	X	X	O
Coma	nervous	CPSF4	X	X	X	X	X	X	O
Coma	nervous	CR2	X	X	X	X	X	X	O
Coma	nervous	CRP	X	X	X	X	X	X	O
Coma	nervous	CRYGD	X	X	X	X	X	X	O
Coma	nervous	CSF2	X	X	X	X	X	X	O
Coma	nervous	CSRP1	X	X	X	X	X	X	O
Coma	nervous	CST12P	X	X	X	X	X	X	O
Coma	nervous	CTPP	X	X	X	X	X	X	O
Coma	nervous	CUX1	X	X	X	X	X	X	O
Coma	nervous	CXCL12	X	X	X	X	X	X	O
Coma	nervous	CYREN	X	X	X	X	X	X	O
Coma	nervous	CYRIB	X	X	X	X	X	X	O
Coma	nervous	CYTIP	X	X	X	X	X	X	O
Coma	nervous	DBT	X	X	X	X	X	X	O
Coma	nervous	DCX	X	X	X	X	X	X	O
Coma	nervous	DEFA1	X	X	X	X	X	X	O
Coma	nervous	DESI1	X	X	X	X	X	X	O
Coma	nervous	DHRS4	X	X	X	X	X	X	O
Coma	nervous	DLAT	X	X	X	X	X	X	O
Coma	nervous	ECI1	X	X	X	X	X	X	O
Coma	nervous	EDA	X	X	X	X	X	X	O
Coma	nervous	ELANE	X	X	X	X	X	X	O
Coma	nervous	ENO2	X	X	X	X	X	X	O
Coma	nervous	ENOPH1	X	X	X	X	X	X	O
Coma	nervous	EPB41	X	X	X	X	X	X	O
Coma	nervous	ERCC6L	X	X	X	X	X	X	O
Coma	nervous	EREG	X	X	X	X	X	X	O
Coma	nervous	ERG	X	X	X	X	X	X	O
Coma	nervous	ERMAP	X	X	X	X	X	X	O
Coma	nervous	ERVK-10	X	X	X	X	X	X	O
Coma	nervous	ERVK-18	X	X	X	X	X	X	O
Coma	nervous	ERVK-19	X	X	X	X	X	X	O
Coma	nervous	ERVK-21	X	X	X	X	X	X	O
Coma	nervous	ERVK-24	X	X	X	X	X	X	O
Coma	nervous	ERVK-25	X	X	X	X	X	X	O
Coma	nervous	ERVK-8	X	X	X	X	X	X	O
Coma	nervous	ERVK-9	X	X	X	X	X	X	O
Coma	nervous	ESR1	X	X	X	X	X	X	O
Coma	nervous	F2	X	X	X	X	X	X	O
Coma	nervous	F3	X	X	X	X	X	X	O
Coma	nervous	FABP3	X	X	X	X	X	X	O
Coma	nervous	FAM126A	X	X	X	X	X	X	O
Coma	nervous	FANCA	X	X	X	X	X	X	O
Coma	nervous	FBXO42	X	X	X	X	X	X	O
Coma	nervous	FGL2	X	X	X	X	X	X	O
Coma	nervous	FLVCR1	X	X	X	X	X	X	O
Coma	nervous	FLVCR2	X	X	X	X	X	X	O
Coma	nervous	FMN1	X	X	X	X	X	X	O
Coma	nervous	FOS	X	X	X	X	X	X	O
Coma	nervous	FOXC2	X	X	X	X	X	X	O
Coma	nervous	FSCN1	X	X	X	X	X	X	O
Coma	nervous	FUT1	X	X	X	X	X	X	O
Coma	nervous	FXN	X	X	X	X	X	X	O
Coma	nervous	GADL1	X	X	X	X	X	X	O
Coma	nervous	GCLC	X	X	X	X	X	X	O
Coma	nervous	GFAP	X	X	X	X	X	X	O
Coma	nervous	GNL3	X	X	X	X	X	X	O
Coma	nervous	GPHA2	X	X	X	X	X	X	O
Coma	nervous	GSC	X	X	X	X	X	X	O
Coma	nervous	GTF2A1L	X	X	X	X	X	X	O
Coma	nervous	H3P44	X	X	X	X	X	X	O
Coma	nervous	HCC	X	X	X	X	X	X	O
Coma	nervous	HCLS1	X	X	X	X	X	X	O
Coma	nervous	HIF1A	X	X	X	X	X	X	O
Coma	nervous	HMGB1	X	X	X	X	X	X	O
Coma	nervous	IFNA1	X	X	X	X	X	X	O
Coma	nervous	IGKV1-16	X	X	X	X	X	X	O
Coma	nervous	IGKV2D-23	X	X	X	X	X	X	O
Coma	nervous	IGKV2D-30	X	X	X	X	X	X	O
Coma	nervous	IL1RL1	X	X	X	X	X	X	O
Coma	nervous	IL2	X	X	X	X	X	X	O
Coma	nervous	IL2RA	X	X	X	X	X	X	O
Coma	nervous	IL4	X	X	X	X	X	X	O
Coma	nervous	IL6	X	X	X	X	X	X	O
Coma	nervous	IL7	X	X	X	X	X	X	O
Coma	nervous	IMPACT	X	X	X	X	X	X	O
Coma	nervous	IS1	X	X	X	X	X	X	O
Coma	nervous	KAT8	X	X	X	X	X	X	O
Coma	nervous	KHSRP	X	X	X	X	X	X	O
Coma	nervous	KLRK1	X	X	X	X	X	X	O
Coma	nervous	KRAS	X	X	X	X	X	X	O
Coma	nervous	KRT18	X	X	X	X	X	X	O
Coma	nervous	LAMC2	X	X	X	X	X	X	O
Coma	nervous	LCN2	X	X	X	X	X	X	O
Coma	nervous	LINC02605	X	X	X	X	X	X	O
Coma	nervous	LMOD1	X	X	X	X	X	X	O
Coma	nervous	LPA	X	X	X	X	X	X	O
Coma	nervous	LTA	X	X	X	X	X	X	O
Coma	nervous	MARS1	X	X	X	X	X	X	O
Coma	nervous	MASP2	X	X	X	X	X	X	O
Coma	nervous	MBL2	X	X	X	X	X	X	O
Coma	nervous	MBL3P	X	X	X	X	X	X	O
Coma	nervous	MBP	X	X	X	X	X	X	O
Coma	nervous	MCAT	X	X	X	X	X	X	O
Coma	nervous	MIF	X	X	X	X	X	X	O
Coma	nervous	MMP2	X	X	X	X	X	X	O
Coma	nervous	MMP9	X	X	X	X	X	X	O
Coma	nervous	MMUT	X	X	X	X	X	X	O
Coma	nervous	MRLN	X	X	X	X	X	X	O
Coma	nervous	MROS	X	X	X	X	X	X	O
Coma	nervous	MS	X	X	X	X	X	X	O
Coma	nervous	MT3	X	X	X	X	X	X	O
Coma	nervous	MTR	X	X	X	X	X	X	O
Coma	nervous	NDUFB6	X	X	X	X	X	X	O
Coma	nervous	NEFL	X	X	X	X	X	X	O
Coma	nervous	NF2	X	X	X	X	X	X	O
Coma	nervous	NLRP1	X	X	X	X	X	X	O
Coma	nervous	NLRP3	X	X	X	X	X	X	O
Coma	nervous	NOVA2	X	X	X	X	X	X	O
Coma	nervous	NPPB	X	X	X	X	X	X	O
Coma	nervous	NRGN	X	X	X	X	X	X	O
Coma	nervous	OMA1	X	X	X	X	X	X	O
Coma	nervous	OTOR	X	X	X	X	X	X	O
Coma	nervous	PAEP	X	X	X	X	X	X	O
Coma	nervous	PAH	X	X	X	X	X	X	O
Coma	nervous	PARK7	X	X	X	X	X	X	O
Coma	nervous	PARP9	X	X	X	X	X	X	O
Coma	nervous	PCYT1A	X	X	X	X	X	X	O
Coma	nervous	PEG10	X	X	X	X	X	X	O
Coma	nervous	PGP	X	X	X	X	X	X	O
Coma	nervous	PGPEP1	X	X	X	X	X	X	O
Coma	nervous	PGR	X	X	X	X	X	X	O
Coma	nervous	PIK3R3	X	X	X	X	X	X	O
Coma	nervous	PLXNA3	X	X	X	X	X	X	O
Coma	nervous	PNN	X	X	X	X	X	X	O
Coma	nervous	POLR2D	X	X	X	X	X	X	O
Coma	nervous	PPHLN1	X	X	X	X	X	X	O
Coma	nervous	PPIAP10	X	X	X	X	X	X	O
Coma	nervous	PPP1CB	X	X	X	X	X	X	O
Coma	nervous	PPP1R3A	X	X	X	X	X	X	O
Coma	nervous	PRG2	X	X	X	X	X	X	O
Coma	nervous	PSIP1	X	X	X	X	X	X	O
Coma	nervous	PSMD12	X	X	X	X	X	X	O
Coma	nervous	PTPN4	X	X	X	X	X	X	O
Coma	nervous	RANGAP1	X	X	X	X	X	X	O
Coma	nervous	RBP4	X	X	X	X	X	X	O
Coma	nervous	RFC1	X	X	X	X	X	X	O
Coma	nervous	RFC4	X	X	X	X	X	X	O
Coma	nervous	RHBDF2	X	X	X	X	X	X	O
Coma	nervous	RPSA	X	X	X	X	X	X	O
Coma	nervous	S100A1	X	X	X	X	X	X	O
Coma	nervous	S100A12	X	X	X	X	X	X	O
Coma	nervous	S100A2	X	X	X	X	X	X	O
Coma	nervous	S100A8	X	X	X	X	X	X	O
Coma	nervous	S100A9	X	X	X	X	X	X	O
Coma	nervous	S100B	X	X	X	X	X	X	O
Coma	nervous	SAA1	X	X	X	X	X	X	O
Coma	nervous	SAA2	X	X	X	X	X	X	O
Coma	nervous	SAMD11	X	X	X	X	X	X	O
Coma	nervous	SCUBE1	X	X	X	X	X	X	O
Coma	nervous	SDCBP2	X	X	X	X	X	X	O
Coma	nervous	SDSL	X	X	X	X	X	X	O
Coma	nervous	SEMA4D	X	X	X	X	X	X	O
Coma	nervous	SEPSECS	X	X	X	X	X	X	O
Coma	nervous	SERPINB2	X	X	X	X	X	X	O
Coma	nervous	SERPINE1	X	X	X	X	X	X	O
Coma	nervous	SGSM3	X	X	X	X	X	X	O
Coma	nervous	SH3BP4	X	X	X	X	X	X	O
Coma	nervous	SIGLEC7	X	X	X	X	X	X	O
Coma	nervous	SKAP2	X	X	X	X	X	X	O
Coma	nervous	SLC17A5	X	X	X	X	X	X	O
Coma	nervous	SLC25A4	X	X	X	X	X	X	O
Coma	nervous	SLC25A5	X	X	X	X	X	X	O
Coma	nervous	SLC27A5	X	X	X	X	X	X	O
Coma	nervous	SLC35G1	X	X	X	X	X	X	O
Coma	nervous	SLC6A3	X	X	X	X	X	X	O
Coma	nervous	SMARCA1	X	X	X	X	X	X	O
Coma	nervous	SNORA62	X	X	X	X	X	X	O
Coma	nervous	SNORA73A	X	X	X	X	X	X	O
